Num Devices,Timestamp,Accuracy
40,2011-10-13-12-02-49,0.906803729381
40,2011-05-03-05-38-57,0.900930610328
40,2011-04-27-16-11-04,0.900925853429
40,2011-07-15-11-52-27,0.901424156799
40,2011-06-21-13-28-03,0.90135025526
40,2011-12-06-13-47-38,0.904476165629
40,2011-01-04-22-03-31,0.899710763936
40,2011-11-11-20-03-47,0.90475695985
40,2011-04-05-13-27-20,0.900860574971
40,2011-04-20-10-35-39,0.90088589236
40,2011-10-28-16-22-59,0.904592832326
40,2011-11-01-16-52-59,0.904577464789
40,2011-06-27-21-59-11,0.901246212771
40,2011-03-28-19-48-10,0.901431333852
40,2011-09-28-11-28-35,0.906245193047
40,2011-06-10-19-51-37,0.901407374144
40,2011-04-15-11-20-35,0.900768472906
40,2011-04-08-18-58-28,0.900711035828
40,2011-04-04-19-24-20,0.901323897746
40,2011-07-22-13-30-59,0.906731605153
40,2011-01-12-13-04-04,0.901187372095
40,2011-09-16-11-16-52,0.906539520099
40,2011-08-04-16-05-30,0.906811946073
40,2011-12-17-21-56-41,0.904359898993
40,2011-11-06-07-19-22,0.904711387273
40,2011-05-24-13-38-00,0.90075943474
40,2011-03-17-13-54-15,0.901445836433
40,2011-02-11-19-53-35,0.902140672783
40,2011-09-06-17-36-44,0.906516105146
40,2011-02-08-15-25-59,0.902211158906
40,2011-03-28-13-14-16,0.901509260921
40,2011-03-15-12-08-17,0.901627577841
40,2011-07-12-17-23-15,0.901261397458
40,2011-04-26-15-17-48,0.900885285074
40,2011-06-24-14-04-27,0.901246212771
40,2011-06-01-12-44-40,0.901507043476
40,2011-10-18-12-14-26,0.906811672804
40,2011-01-14-14-05-43,0.901165143231
